,Tg (K),CANON SMILES,Sources
2206,215.0,*C(=O)Nc1ccccc1NC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2207,252.0,*C(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2208,257.5,*C(=O)Nc1cccc(NC(=O)/C=C/c2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2209,263.0,*C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4cccc5c(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)cccc45)cc2)C3=O)c1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2210,285.0,*C(=O)Nc1ccc(Oc2ccc(Oc3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6cccc7c(Oc8ccc(N9C(=O)c%10ccc(*)cc%10C9=O)cc8)cccc67)cc4)C5=O)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2211,310.0,*C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7cccc8c(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cccc78)cc5)C6=O)cc4)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2212,283.0,*C(=O)Nc1ccc(C(c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc6c(Oc7ccc(N8C(=O)c9ccc(*)cc9C8=O)cc7)cccc56)cc3)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2213,235.0,*C(=O)Nc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7cccc8c(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cccc78)cc5)C6=O)cc4)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2214,231.0,*C(=O)Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7cccc8c(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cccc78)cc5)C6=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2215,260.0,*C(=O)Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7cccc8c(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cccc78)cc5)C6=O)cc4)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2216,340.0,*C(=O)Nc1ccc(-c2sc(-c3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6cccc7c(Oc8ccc(N9C(=O)c%10ccc(*)cc%10C9=O)cc8)cccc67)cc4)C5=O)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2217,260.0,*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2218,308.03,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2219,351.0,*c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1)C2=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2220,343.0,*c1ccc(C(c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2221,315.1,*c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2222,355.0,*c1ccc2c(c1)C(=O)N(c1cc(C)c(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1C)C2=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2223,410.0,*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(C)c(N3C(=O)c4ccc(*)cc4C3=O)c1C)C2=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2224,377.0,*c1ccc2c(c1)C(=O)N(c1c(C)cc(C)c(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c1C)C2=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2225,420.0,*c1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c1C)C2=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2226,490.0,*c1cc2c(cc1C)-c1cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc1S2(=O)=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2227,316.0,*c1ccc(Oc2cc3ccccc3cc2Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2228,253.5,*c1ccc(Oc2cc3ccccc3cc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2229,275.5,*c1ccc(Oc2cc3ccccc3cc2Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2230,246.0,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cc4ccccc4cc3Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2231,275.0,*c1ccc(Oc2cc3ccccc3cc2Oc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2232,210.0,*c1ccc2c(c1)C(=O)N(c1cc(OCCN(CC)c3ccc(/N=N/c4ccc([N+](=O)[O-])cc4)cc3)cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c1)C2=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2233,436.0,*c1ccc(C(c2ccccc2)(c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)C(F)(F)F)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2234,148.0,*C(=O)c1cccc(C(=O)N(*)c2ccccc2)c1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2235,179.0,*C(=O)c1ccc(C(=O)N(*)c2ccccc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2236,152.0,*C(=O)c1ccc(C(=O)N(*)c2ccccc2)c(Sc2ccccc2)c1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2237,265.0,*C(=O)c1ccc2c(c1)C(=O)N(c1c(-c3ccccc3)cc(-c3ccc(-c4cc(-c5ccccc5)c(N5C(=O)c6ccc(*)cc6C5=O)c(-c5ccccc5)c4)cc3)cc1-c1ccccc1)C2=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2238,410.5,*c1ccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N(*)C5=O)cc3C2=O)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2239,70.0,*CCCOC(=O)OCCCCCCOC(=O)OCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2240,61.0,*CCCCCCOC(=O)OCCCOC(=O)OCCCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2241,40.0,*CCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2242,288.0,*C1C(=O)N(c2c(CC)cccc2CC)C(=O)C1*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2243,335.0,*C1C(=O)N(c2ccccc2C)C(=O)C1*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2244,210.0,*CC(C)(C)C1C(=O)N(c2c(CC)cccc2CC)C(=O)C1*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2245,180.0,*c1cc(-c2nc3ccccc3[nH]2)cc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2246,197.0,*C(=O)c1ccc2c(c1)C(=O)N(c1cc(-c3nc4ccccc4[nH]3)cc(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2247,320.0,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C3(C)CC(C)(C)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc43)cc1)C2=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2248,259.0,*C1C(=O)N(c2ccccc2C(=O)OC)C(=O)C1*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2249,230.0,*C1C(=O)N(c2ccccc2C(=O)OCC)C(=O)C1*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2250,181.0,*C1C(=O)N(c2ccccc2C(=O)OCCCC)C(=O)C1*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2251,236.0,*CC1(*)CC(=O)N(c2ccccc2)C1=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2252,130.0,*c1cc(-c2nc3ccccc3oc2=O)cc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2253,95.0,*C(=O)c1ccc2c(c1)C(=O)N(c1cc(-c3nc4ccccc4oc3=O)cc(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2254,20.0,*OC(=O)c1ccc(CCCCCCc2ccc(C(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2255,100.0,*OC(=O)c1ccc(C(C)(C)c2ccc(C(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2256,122.0,*OC(=O)c1ccc(Cc2ccc(C(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2257,42.5,*OC(=O)c1ccc(CCCCCc2ccc(C(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2258,65.0,*OC(=O)Cc1ccc(CC(*)=O)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2259,60.0,*OC(=O)CCCCCCCCC(*)=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2260,46.0,*OC(=O)c1ccc(CCCCc2ccc(C(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2261,98.0,*OC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)c2ccc(C(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2262,130.0,*OC(=O)c1cccc(C(*)=O)c1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2263,144.0,*CC1(C)CC(*)(C)C(=O)OC1=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2264,140.0,*CC1CC(*)C(=O)OC1=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2265,-42.0,*CCCCCCOC(=O)O*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2266,160.0,*OC1C(C)(C)C(OC(*)=O)C1(C)C,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2267,-41.0,*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)O*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2268,133.5,*Oc1ccc(Cc2ccc(OC(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2269,51.0,*Oc1ccc(Cc2ccc(OC(*)=O)c(C)c2)cc1C,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2270,130.0,*Oc1ccc(C(C)c2ccc(OC(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2271,123.0,*Oc1ccc(C(CCC)c2ccc(OC(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2272,149.0,*Oc1ccc(C(c2ccc(OC(*)=O)cc2)C(C)C)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2273,170.0,*Oc1ccc(C(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2274,148.0,*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2275,182.0,*Oc1ccc(C(c2ccccc2)c2ccc(OC(*)=O)cc2C)c(C)c1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2276,136.0,*Oc1ccc(C(C)(CC)c2ccc(OC(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2277,137.0,*Oc1ccc(C(C)(CCC)c2ccc(OC(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2278,124.0,*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C)c2)cc1C,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2279,147.0,*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(Cl)c2)cc1Cl,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2280,227.0,*Oc1c(Cl)cc(C(C)(C)c2cc(Cl)c(OC(*)=O)c(Cl)c2)cc1Cl,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2281,228.5,*Oc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(*)=O)c(Br)c2)cc1Br,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2282,179.0,*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2283,148.0,*Oc1ccc(C(CCC)(CCC)c2ccc(OC(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2284,166.0,*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCC2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2285,175.0,*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCCC2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2286,137.5,*Oc1ccc(C2(c3ccc(OC(*)=O)c(C)c3)CCCCC2)cc1C,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2287,163.0,*Oc1c(Cl)cc(C2(c3cc(Cl)c(OC(*)=O)c(Cl)c3)CCCCC2)cc1Cl,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2288,179.0,*Oc1ccc(C2(c3ccc(OC(*)=O)c(Cl)c3)CCCCC2)cc1Cl,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2289,355.0,*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2290,213.0,*Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2291,176.0,*Oc1ccc(C(c2ccc(OC(*)=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2292,183.5,*Oc1ccc(C(c2ccc(OC(*)=O)cc2)(C(F)(F)Cl)C(F)(F)Cl)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2293,138.0,*Oc1ccc(C(C#N)(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2294,46.0,*Oc1cccc(C(F)(F)C(F)(F)C(F)(F)c2cccc(OC(*)=O)c2)c1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2295,154.0,*Oc1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(OC(*)=O)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2296,193.0,*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(*)=O)c(C)c2)cc1C,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2297,95.0,*Oc1ccc(Cc2ccc(OC(*)=S)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2298,107.0,*Oc1ccc(C(C)c2ccc(OC(*)=S)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2299,104.0,*Oc1ccc(C(CC)c2ccc(OC(*)=S)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2300,130.0,*Oc1ccc(C(CCC)c2ccc(OC(*)=S)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2301,135.0,*Oc1ccc(C(c2ccc(OC(*)=S)cc2)C(C)C)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2302,148.0,*Oc1ccc(C(c2ccc(OC(*)=S)cc2)C(CC)CC)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2303,79.0,*Oc1ccc(C2(c3ccc(OC(*)=S)cc3)CCCC2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2304,155.0,*Oc1ccc(C2(c3ccc(OC(*)=S)cc3)CCCCC2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2305,168.0,*Oc1ccc(C2(c3ccc(OC(*)=S)cc3)CCC(C)CC2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2306,179.0,*Oc1ccc(C(c2ccccc2)c2ccc(OC(*)=S)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2307,191.0,*Oc1ccc(C(c2ccc(OC(*)=S)cc2)c2cccc3ccccc23)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2308,140.5,*Oc1ccc(C(C)(C)c2ccc(OC(*)=S)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2309,102.0,*Oc1ccc(C(C)(CC)c2ccc(OC(*)=S)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2310,128.0,*Oc1ccc(C(C)(CC(C)C)c2ccc(OC(*)=S)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2311,121.0,*Oc1ccc(C(CC)(CC)c2ccc(OC(*)=S)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2312,181.0,*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(*)=S)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2313,173.0,*Oc1ccc(C(CC)(c2ccccc2)c2ccc(OC(*)=S)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2314,-27.0,*CCCCOC(=O)O*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2315,-37.0,*CCCCCCCCCCOC(=O)O*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2316,80.0,*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C(C)C)c2)cc1C(C)C,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2317,267.0,*Oc1cc(Br)c(C(C)(C)c2c(Br)cc(OC(*)=O)cc2Br)c(Br)c1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2318,240.0,*Oc1cc(Cl)c(C(C)(C)c2c(Cl)cc(OC(*)=O)cc2Cl)c(Cl)c1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2319,-42.95,*CCCCCOC(=O)O*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2320,252.2,*c1ccc(OC(=O)Oc2ccc(C3(*)OC(=O)c4ccccc43)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2321,167.0,*Oc1ccc(C(=C(Cl)Cl)c2ccc(OC(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2322,235.0,*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CC3CCC2C3)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2323,230.0,*Oc1ccc(C(c2ccc(OC(*)=O)cc2)C(Cl)(Cl)Cl)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2324,50.0,*CC(C)(C)CS(=O)(=O)CC(C)(C)COC(=O)O*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2325,154.0,*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(*)=O)c(Cl)c2)cc1Cl,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2326,-48.0,*CCN*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2327,80.0,*CCN(*)C(C)=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2328,60.0,*CCN(*)C(=O)CC,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2329,42.0,*CCN(*)C(=O)CCC,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2330,30.0,*CCN(*)C(=O)C(C)C,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2331,13.0,*CCN(*)C(=O)CCCC,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2332,30.0,*CCN(*)C(=O)CC(C)C,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2333,7.0,*CCN(*)C(=O)CCCCC,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2334,-16.0,*CCCN(*)C(=O)CCCCC,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2335,10.0,*CCN(*)C(=O)CCCCCC,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2336,10.0,*CCN(*)C(=O)CCCCCCC,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2337,10.0,*CCN(*)C(=O)CCCCCCCCCCC,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2338,10.0,*CCN(*)C(=O)CCCCCCCCCCCCCCCCC,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2339,111.0,*CCN(*)C(=O)c1ccccc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
2340,72.0,*CCCN(*)C(=O)c1ccccc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
